DATE,Crude,natural_gas,Cocoa,Coffee,Soybeans,soybean_oil,soybean_meal,Maize,Wheat,Banana,Orange,Beef,Chicken,Sugar,Cotton,Rubber,Phosphate,Aluminum,Iron ore,Copper,Gold,President,CPI,
6/1/2009,69.15,3.8,2.7,3.3,442.09,892.92,460.14,179.52,256.64,0.85,0.82,2.74,1.94,0.49,1.35,1.67,198,1573.73,71.66,5013.96,945.67,Democrat,214.79,
7/1/2009,64.67,3.39,2.79,3.11,430.61,846.3,440.22,151.57,224.85,0.83,0.72,2.79,1.95,0.51,1.43,1.75,90,1667.96,83.95,5215.54,934.23,Democrat,214.726,
8/1/2009,71.63,3.15,2.96,3.3,497.53,903.15,453.19,151.96,210.37,0.83,0.84,2.8,1.91,0.57,1.42,2.06,90,1933.75,97.67,6165.3,949.38,Democrat,215.445,
9/1/2009,68.35,2.96,3.14,3.27,425.01,858.18,440.95,150.39,191.09,0.82,1.03,2.81,1.87,0.64,1.41,2.17,90,1834.11,80.71,6196.43,996.59,Democrat,215.861,
10/1/2009,74.08,4.02,3.37,3.41,430.08,897,429.5,167.31,198.85,0.81,1.15,2.75,1.83,0.68,1.47,2.35,90,1878.57,86.79,6287.98,1043.16,Democrat,216.509,
11/1/2009,77.55,3.69,3.38,3.36,447.41,932.38,439.57,171.64,211.04,0.83,1.15,2.83,1.81,0.7,1.58,2.54,90,1949.29,99.26,6675.6,1127.04,Democrat,217.234,
12/1/2009,74.88,5.37,3.5,3.49,449.35,939.91,430.82,164.56,206.25,0.8,1.01,2.88,1.81,0.73,1.68,2.8,90,2180.1,105.07,6981.71,1134.72,Democrat,217.347,
1/1/2010,77.12,5.81,3.53,3.5,435.88,920.55,423.05,167.31,201.19,0.79,1.09,3.02,1.83,0.87,1.71,3.09,90,2235.15,125.72,7386.25,1117.96,Democrat,217.488,
2/1/2010,74.76,5.34,3.28,3.48,411.86,909.19,404.85,161.8,194,0.72,0.98,3.21,1.84,0.89,1.76,3.13,90,2048.93,127.49,6848.18,1095.41,Democrat,217.281,
3/1/2010,79.3,4.29,3.09,3.63,409.36,911.07,371.38,159.05,191.08,0.84,0.95,3.4,1.85,0.77,1.89,3.34,90,2205.63,139.69,7462.83,1113.34,Democrat,217.353,
4/1/2010,84.18,4.01,3.22,3.73,402.6,902.83,376.95,157.08,192.87,0.83,0.99,3.66,1.88,0.68,1.94,3.95,90,2316.73,172.47,7745.08,1148.69,Democrat,217.403,
5/1/2010,75.62,4.16,3.18,3.82,402.87,859.49,371,163.38,181.61,0.8,1.05,3.58,1.91,0.68,1.99,3.67,90,2040.53,161.35,6837.68,1205.43,Democrat,217.29,
6/1/2010,74.73,4.79,3.23,4.21,401.33,860.28,351.18,152.75,157.67,0.96,1.2,3.33,1.92,0.72,2.05,3.57,90,1931.39,143.63,6499.3,1232.92,Democrat,217.199,
7/1/2010,74.58,4.63,3.23,4.48,427.53,910.82,369.32,163.76,195.82,0.99,1.3,3.27,1.94,0.73,1.86,3.27,98.75,1988.27,126.36,6735.25,1192.97,Democrat,217.605,
8/1/2010,75.83,4.31,3.07,4.66,449.84,997.62,398.91,175.58,246.25,0.9,1.14,3.41,1.94,0.77,1.99,3.32,125,2118.14,145.34,7283.95,1215.81,Democrat,217.923,
9/1/2010,76.12,3.9,2.88,4.91,468.26,1035.26,409.73,205.89,271.67,0.88,1.05,3.39,1.93,0.84,2.31,3.53,125,2162.34,140.63,7709.3,1270.98,Democrat,218.275,
10/1/2010,81.72,3.43,2.93,4.8,495.79,1146.75,417.77,235.81,270.23,0.92,1.09,3.37,1.91,0.84,2.79,3.92,125,2346.57,148.48,8292.41,1342.02,Democrat,219.035,
11/1/2010,84.53,3.73,2.91,5.15,514.15,1231.69,436.82,238.18,274.08,0.91,0.82,3.5,1.88,0.86,3.41,4.31,125,2333.07,156.1,8469.89,1369.89,Democrat,219.59,
12/1/2010,90.01,4.24,3.06,5.47,545.75,1324.72,449.19,250.38,306.52,0.9,0.72,3.88,1.88,0.85,3.7,4.75,125,2350.67,163.1,9147.26,1390.55,Democrat,220.472,
1/1/2011,92.69,4.49,3.16,5.82,567.62,1365.73,462.26,264.95,326.56,0.89,0.73,4.19,1.87,0.85,3.94,5.52,125,2439.53,179.18,9555.7,1360.46,Democrat,221.187,
2/1/2011,97.91,4.07,3.47,6.35,566.05,1359.86,468.74,292.9,348.12,1,0.88,4.08,1.88,0.87,4.7,6.26,140,2508.18,187.18,9867.6,1374.68,Democrat,221.898,
3/1/2011,108.65,3.97,3.39,6.44,552.75,1306.53,437.96,290.54,316.75,1,0.85,4.19,1.9,0.88,5.06,5.42,145,2555.5,169.36,9503.36,1423.26,Democrat,223.046,
4/1/2011,116.24,4.24,3.13,6.62,556.58,1310.45,412.37,319.27,336.12,1.03,0.88,4.33,1.9,0.84,4.78,5.85,145,2678.11,179.33,9492.79,1480.89,Democrat,224.093,
5/1/2011,108.07,4.31,3.07,6.42,556.8,1296.03,404.36,307.86,355.28,1.01,0.84,4.16,1.91,0.78,3.65,5.12,147,2596.45,177.05,8959.9,1512.58,Democrat,224.806,
6/1/2011,105.85,4.55,3.02,6.06,556.22,1319.38,402.45,310.61,326.43,0.98,0.92,3.94,1.92,0.78,3.18,4.93,155,2557.76,170.88,9066.85,1529.36,Democrat,224.806,
7/1/2011,107.92,4.41,3.17,5.91,556.5,1337.36,410.41,300.77,303.88,0.96,0.97,3.94,1.93,0.84,2.69,4.73,161.88,2525.43,172.98,9650.46,1572.75,Democrat,225.395,
8/1/2011,100.49,4.05,3.06,5.96,552.96,1328.39,409.21,310.22,327.07,0.95,0.95,3.93,1.94,0.88,2.52,4.68,182.5,2379.35,177.5,9000.76,1759.01,Democrat,226.106,
9/1/2011,100.82,3.9,2.87,6.06,531.95,1307.85,404.09,295.26,315.92,0.95,1.19,3.83,1.96,0.89,2.58,4.55,182.5,2293.46,177.23,8300.14,1772.14,Democrat,226.597,
10/1/2011,99.85,3.57,2.68,5.46,491.42,1223.1,381,274.79,289.01,0.95,1.03,3.92,1.96,0.83,2.44,4.06,188.75,2180.65,150.43,7394.19,1666.43,Democrat,226.75,
11/1/2011,105.41,3.24,2.53,5.4,478.35,1213.96,359.59,274.39,281.01,0.96,0.68,4.2,1.97,0.84,2.31,3.37,195,2079.98,135.54,7581.02,1739,Democrat,227.169,
12/1/2011,104.23,3.16,2.2,5.22,483.03,1203.28,351.62,258.65,269.03,0.94,0.76,4.22,1.98,0.8,2.1,3.38,195,2022.25,136.39,7565.48,1639.97,Democrat,227.223,
1/1/2012,107.07,2.68,2.31,5.23,503.18,1216.28,385.86,272.84,274.89,0.95,0.73,4.26,1.99,0.76,2.23,3.63,195,2144.2,140.26,8040.47,1654.05,Democrat,227.842,
2/1/2012,112.69,2.52,2.36,4.94,522.96,1249.12,406.19,279.46,277.77,1.07,0.78,4.31,2.01,0.74,2.22,4,190,2207.92,140.4,8441.49,1744.82,Democrat,228.329,
3/1/2012,117.79,2.17,2.36,4.44,547.46,1285.38,440.73,280.69,283.88,1.14,0.8,4.35,2.05,0.76,2.19,3.93,160,2184.16,144.66,8470.78,1675.95,Democrat,228.807,
4/1/2012,113.67,1.95,2.27,4.22,583.83,1308.89,482.37,274,266.32,1.03,0.82,4.29,2.06,0.7,2.2,3.84,185,2049.67,147.64,8289.48,1649.2,Democrat,229.187,
5/1/2012,104.09,2.44,2.31,4.07,577.48,1220.55,502.8,269.28,264.36,0.95,0.76,4.22,2.07,0.67,1.95,3.73,195,2007.63,136.61,7955.64,1589.04,Democrat,228.713,
6/1/2012,90.73,2.46,2.26,3.72,578.01,1181.93,514.95,267.31,276.19,0.95,0.95,4.12,2.08,0.63,1.81,3.2,193.13,1890.18,134.66,7423.02,1598.76,Democrat,228.524,
7/1/2012,96.75,2.95,2.35,4.2,670.19,1239.49,608.68,333.05,345.69,0.96,1.02,4.03,2.09,0.63,1.85,3.08,188.5,1876.25,127.94,7584.26,1594.29,Democrat,228.59,
8/1/2012,105.27,2.84,2.51,3.85,684.02,1250.27,651.35,331.99,349.4,0.95,0.97,4.1,2.09,0.63,1.86,2.79,182.5,1845.38,107.5,7515.53,1630.31,Democrat,229.918,
9/1/2012,106.28,2.84,2.62,3.95,677.32,1280.95,647.18,320.85,353.42,0.96,1,4.06,2.11,0.58,1.86,3.04,182.5,2064.12,99.47,8087.74,1744.81,Democrat,231.015,
10/1/2012,103.41,3.32,2.46,3.82,625.76,1177.95,595.41,321.24,358.2,0.96,0.98,4.07,2.11,0.53,1.81,3.2,182.5,1974.3,113.95,8062.03,1746.58,Democrat,231.638,
11/1/2012,101.17,3.54,2.48,3.53,584.59,1137.78,567.61,321.64,360.82,0.93,0.85,4.29,2.13,0.5,1.78,2.97,182.5,1948.83,120.35,7711.23,1721.64,Democrat,231.249,
12/1/2012,101.19,3.34,2.41,3.37,591.29,1158.64,577.22,308.65,347.96,0.94,0.76,4.37,2.15,0.49,1.84,3.11,182.5,2086.76,128.51,7966.49,1684.76,Democrat,231.221,
1/1/2013,105.1,3.33,2.28,3.47,595.3,1192.35,526.2,303.13,335.47,0.93,0.75,4.36,2.22,0.48,1.89,3.3,182.5,2037.75,150.49,8047.36,1671.85,Democrat,231.679,
2/1/2013,107.64,3.33,2.2,3.3,610.73,1173.48,518.9,302.74,318.94,0.92,0.82,4.35,2.19,0.46,1.98,3.19,182.5,2053.6,154.64,8060.93,1627.57,Democrat,232.937,
3/1/2013,102.52,3.81,2.15,3.3,584.7,1117.43,513.95,309.04,309.75,0.94,0.91,4.29,2.31,0.46,2.08,2.98,160,1909.57,139.87,7645.58,1593.09,Democrat,232.282,
4/1/2013,98.85,4.17,2.29,3.3,563.88,1094.52,495.55,279.91,308.28,0.9,0.98,4.27,2.29,0.45,2.03,2.87,111.5,1861.67,137.39,7234.28,1487.86,Democrat,231.797,
5/1/2013,99.37,4.04,2.34,3.24,498.01,1073.2,514.78,295.54,319.67,0.91,1.06,4.1,2.38,0.43,2.04,3.04,157.5,1832.02,124.01,7249.41,1414.03,Democrat,231.893,
6/1/2013,99.74,3.83,2.28,3.05,524.66,1037.75,545.2,298.41,313.42,0.91,1.16,3.93,2.4,0.42,2.05,2.81,125.63,1814.54,114.82,7000.24,1343.35,Democrat,232.445,
7/1/2013,105.26,3.62,2.31,3.05,511.3,990.31,569.26,279.51,304.61,0.92,1.12,3.94,2.22,0.42,2.04,2.56,115,1769.61,127.19,6906.64,1285.52,Democrat,232.9,
8/1/2013,108.16,3.43,2.48,2.98,511.71,994.65,539.39,238.74,305.34,0.94,1.19,3.95,2.04,0.45,2.04,2.57,115,1817.62,137.06,7192.92,1351.74,Democrat,233.456,
9/1/2013,108.76,3.62,2.62,2.92,560.18,1019.72,576.81,207.41,307.51,0.94,1.12,3.99,1.98,0.46,1.99,2.64,97.5,1761.3,134.19,7159.27,1348.6,Democrat,233.544,
10/1/2013,105.43,3.67,2.73,2.84,540.85,990.96,584.87,201.73,325.69,0.93,1,4.04,1.96,0.48,1.97,2.53,84.38,1814.58,132.57,7203.02,1316.58,Democrat,233.669,
11/1/2013,102.63,3.62,2.76,2.69,551.32,989.83,567.19,199.13,306.75,0.92,0.77,4.14,2.03,0.46,1.87,2.49,87.5,1747.96,136.32,7070.65,1275.86,Democrat,234.1,
12/1/2013,105.48,4.24,2.82,2.78,564.03,990.52,569.45,197.39,291.56,0.92,0.74,4.18,2.07,0.44,1.93,2.56,96.88,1739.81,135.79,7214.9,1221.51,Democrat,234.719,
1/1/2014,102.1,4.7,2.82,2.93,565.5,942.1,539.52,198.06,275.58,0.93,0.75,4.18,2.11,0.45,2.01,2.34,97.5,1727.41,128.12,7291.47,1244.27,Democrat,235.288,
2/1/2014,104.83,5.97,2.99,3.83,490.73,970.96,570.75,209.32,292.11,0.95,0.77,4.28,2.02,0.48,2.07,2.17,97.5,1695.17,121.37,7149.21,1299.58,Democrat,235.547,
3/1/2014,104.04,4.88,3.04,4.72,530.81,996.67,601.52,222.33,323.71,0.96,0.81,4.47,2.26,0.49,2.14,2.29,106.6,1705.37,111.83,6650.04,1336.08,Democrat,236.028,
4/1/2014,104.87,4.63,3.05,4.93,516.18,1001.69,584.36,222.36,324.81,0.93,0.85,4.35,2.38,0.54,2.08,2.15,111.5,1810.67,114.58,6673.56,1298.45,Democrat,236.468,
5/1/2014,105.71,4.56,3.03,4.72,519.42,961.81,568,217.3,334.73,0.91,0.84,4.38,2.56,0.54,2.04,2.02,112.63,1751.05,100.56,6891.13,1288.74,Democrat,236.918,
6/1/2014,108.37,4.57,3.17,4.36,511.14,925.82,543.86,202.39,306.44,0.93,0.83,4.54,2.55,0.57,2,2.04,111.4,1838.95,92.74,6821.14,1279.1,Democrat,237.231,
7/1/2014,105.23,4.01,3.2,4.34,471.74,897.43,503.35,182.73,280.35,0.93,0.79,5.17,2.45,0.55,1.85,2,111,1948.3,96.05,7113.38,1310.59,Democrat,237.498,
8/1/2014,100.05,3.88,3.27,4.7,458.57,861.77,502.12,176.42,263.45,0.96,0.77,5.79,2.27,0.57,1.63,1.86,111,2030.49,92.61,7001.84,1295.13,Democrat,237.46,
9/1/2014,95.85,3.92,3.21,4.64,430.17,839.82,459.73,163.06,243.61,0.92,0.77,6.17,2.36,0.56,1.62,1.67,111.38,1990.43,82.38,6872.22,1236.55,Democrat,237.477,
10/1/2014,86.08,3.77,3.1,4.97,425.81,833.03,453.13,163.12,245.45,0.9,0.73,5.95,2.36,0.58,1.55,1.63,116,1946.19,81.06,6737.48,1222.49,Democrat,237.43,
11/1/2014,76.99,4.1,2.91,4.62,449.9,825.98,473.6,178.74,258.68,0.9,0.72,5.84,2.31,0.53,1.49,1.64,119.5,2055.55,73.73,6712.85,1175.33,Democrat,236.983,
12/1/2014,60.7,3.43,2.95,4.34,448.32,814.55,469.67,178.73,269.7,0.91,0.77,5.46,2.22,0.55,1.51,1.61,119.5,1909.46,68.39,6446.45,1200.62,Democrat,236.252,
1/1/2015,47.11,2.97,2.92,4.19,433.21,796.58,442.64,174.71,248.39,0.91,0.76,5.3,2.22,0.56,1.48,1.66,119.5,1814.72,68.23,5830.54,1250.75,Democrat,234.747,
2/1/2015,54.79,2.85,2.96,3.94,423.55,762.61,418.25,173.7,237,1,0.7,4.88,2.03,0.54,1.54,1.82,121.25,1817.82,62.75,5729.27,1227.08,Democrat,235.342,
3/1/2015,52.83,2.8,2.88,3.54,409.79,749.93,412.36,174.23,230.75,1.04,0.63,4.72,2.15,0.53,1.53,1.74,123,1773.86,58.05,5939.67,1178.63,Democrat,235.976,
4/1/2015,57.54,2.58,2.87,3.62,394.73,747.74,398.09,172.05,223.4,1.03,0.61,4.82,2.31,0.54,1.58,1.7,114.13,1819.19,52.28,6042.09,1198.93,Democrat,236.222,
5/1/2015,62.51,2.84,3.1,3.49,388.2,785.13,386.12,166.29,215.32,0.94,0.61,4.5,2.35,0.54,1.61,1.84,110.5,1804.04,60.3,6294.78,1198.63,Democrat,237.001,
6/1/2015,61.31,2.77,3.24,3.52,391.48,788.21,387,166.72,209.81,0.92,0.63,4.44,2.28,0.55,1.6,1.82,118.9,1687.73,62.63,5833.01,1181.5,Democrat,237.657,
7/1/2015,54.34,2.83,3.33,3.41,405.87,752.32,407.09,179.6,197.31,0.94,0.64,4.65,2.07,0.54,1.6,1.64,121,1639.5,52.39,5456.75,1128.31,Democrat,238.034,
8/1/2015,45.69,2.76,3.15,3.46,378.78,728.33,385.86,162.59,179.68,0.96,0.68,4.77,1.82,0.54,1.58,1.45,121,1548.13,56.19,5127.3,1117.93,Democrat,238.033,
9/1/2015,46.28,2.65,3.28,3.22,367.49,720.4,374.45,165.62,172.7,0.95,0.63,4.58,1.69,0.53,1.52,1.35,124,1589.6,56.95,5217.25,1124.77,Democrat,237.498,
10/1/2015,46.96,2.32,3.2,3.38,375.95,743.3,372.68,171.39,172.71,0.93,0.66,4.24,1.61,0.55,1.52,1.33,123.5,1516.49,53.12,5216.09,1159.25,Democrat,237.733,
11/1/2015,43.11,2.08,3.36,3.26,368,727.34,350.57,166.16,177.1,0.93,0.77,4.03,1.62,0.57,1.53,1.24,123.5,1467.89,46.86,4799.9,1086.44,Democrat,238.017,
12/1/2015,36.57,1.92,3.35,3.28,368.42,765.7,338.35,163.95,189.23,0.93,0.77,3.8,1.74,0.57,1.55,1.27,123.5,1497.2,40.5,4638.83,1075.74,Democrat,237.761,
1/1/2016,29.78,2.27,2.95,3.2,373.08,736.03,336.48,161.03,193.27,1.04,0.69,3.63,1.85,0.57,1.52,1.23,122.6,1481.1,41.88,4471.79,1097.91,Democrat,237.652,
2/1/2016,31.03,1.96,2.92,3.26,373.75,767.24,323.29,159.68,187.03,1.05,0.69,3.86,1.77,0.56,1.47,1.27,114.5,1531.26,46.83,4598.62,1199.5,Democrat,237.336,
3/1/2016,37.34,1.7,3.07,3.47,380.97,765.61,319.13,159.14,191.07,1.01,0.68,4.03,1.85,0.58,1.44,1.46,114.5,1531.01,56.2,4953.8,1245.14,Democrat,238.08,
4/1/2016,40.75,1.9,3.08,3.4,395.14,794.13,346.19,164.41,187.39,0.99,0.71,3.96,1.93,0.62,1.53,1.71,114.13,1571.23,60.92,4872.74,1242.26,Democrat,238.992,
5/1/2016,45.94,1.92,3.1,3.42,422.55,795.64,421.64,168.96,171.96,0.99,0.76,4.04,2.06,0.6,1.55,1.63,110.5,1550.63,55.13,4694.54,1260.95,Democrat,239.557,
6/1/2016,47.69,2.57,3.12,3.65,457.4,799.91,467.73,179.87,173.06,0.99,0.88,4.11,2.15,0.61,1.63,1.49,110.5,1593.51,51.98,4641.97,1276.4,Democrat,240.222,
7/1/2016,44.13,2.79,3.05,3.79,431.08,796.67,439.9,161.76,151.75,1.01,0.97,4.26,1.96,0.62,1.79,1.59,110.5,1629.05,57.26,4864.9,1336.66,Democrat,240.101,
8/1/2016,44.88,2.79,3.03,3.69,412.17,824.42,398.7,150.15,149.18,1.04,0.96,4.24,1.74,0.63,1.77,1.55,109.75,1639.28,60.89,4751.67,1340.17,Democrat,240.545,
9/1/2016,45.04,2.97,2.88,3.89,403.53,837.21,368.05,148.43,150.65,1,1.05,4.12,1.7,0.62,1.72,1.57,109,1592.36,57.79,4722.2,1326.61,Democrat,241.176,
10/1/2016,49.29,2.95,2.71,3.95,401.87,861.26,361.88,152.26,151.75,0.97,1.06,4.04,1.59,0.63,1.73,1.66,109,1665.9,59.09,4731.26,1266.55,Democrat,241.741,
11/1/2016,45.26,2.5,2.48,4.06,397.76,885.11,357,151.8,150.65,0.96,1.14,4.3,1.76,0.63,1.74,1.87,103,1737.11,73.1,5450.93,1238.35,Democrat,242.026,
12/1/2016,52.62,3.58,2.3,3.57,416.07,916.7,355.95,152.45,141.83,0.96,1.08,4.14,1.86,0.64,1.75,2.23,97.5,1727.74,80.02,5660.35,1157.36,Democrat,242.637,
1/1/2017,53.59,3.26,2.19,3.72,412,876.85,371.05,159.99,153.22,1,0.94,4.07,1.94,0.65,1.82,2.56,96.88,1791.24,80.41,5754.56,1192.1,Republican,243.618,
2/1/2017,54.35,2.82,2.03,3.67,394.53,839.6,373.6,162.86,155.06,1.05,0.9,4.23,1.94,0.67,1.88,2.71,95,1860.75,89.44,5940.91,1234.2,Republican,244.006,
3/1/2017,50.9,2.89,2.06,3.53,383.68,814.94,360.7,158.96,154.32,1.07,0.92,4.35,2.13,0.66,1.91,2.35,97.5,1901.47,87.65,5824.63,1231.42,Republican,243.892,
4/1/2017,52.16,3.08,1.96,3.43,387.44,794.04,345.7,156.44,166.08,1.06,0.85,4.41,2.16,0.63,1.92,2.21,95.63,1921.22,70.22,5683.9,1266.88,Republican,244.193,
5/1/2017,49.89,3.12,1.98,3.31,389.72,825.06,344.35,158.59,180.41,1.09,0.76,4.6,2.33,0.63,1.95,2.1,92.5,1913.02,62.43,5599.56,1246.04,Republican,244.004,
6/1/2017,46.17,2.94,2,3.16,378.59,832.95,330.32,157.93,189.6,1.1,0.72,4.68,2.43,0.61,1.87,1.72,92.5,1885.29,57.48,5719.76,1260.26,Republican,244.163,
7/1/2017,47.66,2.96,1.99,3.3,410.23,835.6,340.86,157.51,202.46,1.1,0.7,4.67,2.35,0.59,1.85,1.75,92.5,1902.96,67.74,5985.12,1236.84,Republican,244.243,
8/1/2017,49.94,2.88,1.99,3.3,392.87,861.72,330.17,148.5,171.23,1.1,0.72,4.47,2.19,0.55,1.75,1.84,88.75,2030.01,76.07,6485.63,1283.04,Republican,245.183,
9/1/2017,52.95,2.96,2,3.23,393.95,889.44,342.07,147.29,178.57,1.1,0.79,4.3,2.11,0.59,1.78,1.86,85,2096.49,71.53,6577.17,1314.07,Republican,246.435,
10/1/2017,54.92,2.86,2.1,3.1,396.52,880.6,353.27,148.62,175.63,1.08,0.82,4.25,1.98,0.6,1.73,1.64,80,2131.49,61.66,6807.6,1279.51,Republican,246.626,
11/1/2017,59.93,2.99,2.13,3.11,393.85,886.77,350.91,148.7,179.68,1.08,0.86,4.33,1.96,0.6,1.77,1.57,80,2097.44,64.24,6826.55,1281.9,Republican,247.284,
12/1/2017,61.19,2.76,1.92,3.03,387.15,867.19,359.9,148.98,184.09,1.1,0.77,4.28,1.97,0.59,1.88,1.65,80,2080.47,72.25,6833.89,1264.45,Republican,247.805,
1/1/2018,66.23,3.86,1.95,3.06,389.53,870.5,375.74,155.84,192.17,1.13,0.76,4.3,2.07,0.59,2.01,1.72,80,2209.73,76.34,7065.85,1331.3,Republican,248.859,
2/1/2018,63.46,2.67,2.12,3,416.28,843.56,421.13,163.36,192.17,1.27,0.78,4.35,1.98,0.57,1.95,1.72,82.5,2181.79,77.46,7006.52,1330.73,Republican,249.529,
3/1/2018,64.17,2.7,2.5,2.98,430.11,836.68,445.36,172,192.17,1.16,0.74,4.44,2.2,0.55,2.03,1.76,84.7,2069.24,70.35,6799.18,1324.66,Republican,249.577,
4/1/2018,68.79,2.78,2.62,2.96,439.07,831.85,461.62,175.6,213.85,1.16,0.76,4.38,2.36,0.55,2.03,1.73,88,2254.69,65.75,6851.51,1334.76,Republican,250.227,
5/1/2018,73.43,2.8,2.66,2.99,430.32,793.25,459.17,179.09,213.85,1.15,0.88,4.32,2.65,0.54,2.08,1.7,88,2299.67,66.1,6825.27,1303.45,Republican,250.792,
6/1/2018,71.98,2.95,2.41,2.95,394.44,788.57,421.33,165.07,219.36,1.16,0.84,4.24,2.72,0.57,2.15,1.56,86.8,2237.62,65.04,6965.86,1281.57,Republican,251.018,
7/1/2018,72.67,2.83,2.36,2.88,377.17,780.45,406.64,156.46,218.26,1.14,0.89,4.19,2.53,0.56,2.12,1.47,86.88,2082.24,64.56,6250.75,1237.71,Republican,251.214,
8/1/2018,71.08,2.96,2.17,2.76,376.77,761.82,388.04,162.37,236.63,1.11,0.84,4.11,2.22,0.56,2.08,1.47,87.5,2051.51,67.15,6051.05,1201.71,Republican,251.663,
9/1/2018,75.36,2.98,2.19,2.67,356.87,754.05,377.15,154.8,212.38,1.11,0.8,4.01,2.03,0.56,1.99,1.44,87.5,2026.46,68.44,6050.76,1198.39,Republican,252.182,
10/1/2018,76.73,3.28,2.13,3.03,367.96,751.58,379.31,160.26,213.48,1.12,0.75,3.86,2.03,0.56,1.91,1.43,91.25,2029.86,73.41,6219.59,1215.39,Republican,252.772,
11/1/2018,62.32,4.13,2.19,3.02,374.04,729.22,366.2,160.69,203.56,1.12,0.73,3.95,2.03,0.55,1.91,1.35,92.5,1938.51,73.26,6195.92,1220.65,Republican,252.594,
12/1/2018,53.96,3.98,2.21,2.8,380.53,727.88,361.02,167.44,211.28,1.13,0.72,4.19,2.09,0.56,1.9,1.44,99.17,1920.38,69.16,6075.32,1250.4,Republican,252.767,
1/1/2019,56.58,3.08,2.26,2.83,381.96,747.79,362.01,166.74,209.81,1.14,0.64,4.24,2.15,0.56,1.82,1.59,102.5,1853.72,76.16,5939.1,1291.75,Republican,252.718,
2/1/2019,61.13,2.72,2.26,2.83,380.33,772.82,353.34,169.52,218.99,1.16,0.63,4.28,2.09,0.57,1.79,1.65,102.5,1862.99,88.22,6300.49,1320.07,Republican,253.322,
3/1/2019,63.79,2.94,2.2,2.73,369.53,750.33,344.63,166.22,205.76,1.18,0.65,4.48,2.07,0.58,1.85,1.72,98.5,1871.21,86.47,6439.46,1300.9,Republican,254.202,
4/1/2019,68.58,2.65,2.33,2.67,359.84,733.77,341.53,161.49,199.52,1.16,0.57,4.7,2.09,0.59,1.92,1.72,97.5,1845.42,93.7,6438.36,1285.91,Republican,255.211,
5/1/2019,66.83,2.63,2.32,2.66,339.81,742.53,339.18,171.08,199.52,1.12,0.52,4.6,2.09,0.58,1.77,1.77,97.5,1781.26,100.15,6017.9,1283.7,Republican,255.29,
6/1/2019,59.76,2.4,2.41,2.86,358.95,742.89,362.6,195.08,206.13,1.13,0.54,4.63,2.07,0.58,1.71,1.93,97.5,1755.95,108.94,5882.23,1359.04,Republican,255.159,
7/1/2019,61.48,2.36,2.42,2.99,369.58,748.17,348.73,189.42,196.21,1.13,0.54,4.63,1.99,0.57,1.67,1.67,80,1796.99,120.24,5941.2,1412.89,Republican,255.685,
8/1/2019,57.67,2.22,2.19,2.78,360.93,793.21,337.36,163.59,181.15,1.12,0.53,4.6,1.9,0.57,1.56,1.5,78,1740.68,93.07,5709.44,1500.41,Republican,256.059,
9/1/2019,60.04,2.58,2.31,2.84,366.07,779.25,333.13,157.26,189.6,1.15,0.53,4.65,1.85,0.57,1.57,1.5,77.5,1753.51,93.08,5759.25,1510.58,Republican,256.511,
10/1/2019,57.27,2.33,2.44,2.8,381.65,770.8,341.76,167.15,199.52,1.13,0.52,4.86,1.85,0.57,1.63,1.43,77.5,1725.96,88.53,5757.3,1494.81,Republican,257.244,
11/1/2019,60.4,2.65,2.52,3.11,375.51,770.2,347.32,166.33,203.19,1.13,0.53,5.94,1.85,0.6,1.65,1.54,74,1774.79,84.98,5859.95,1470.79,Republican,257.803,
12/1/2019,63.35,2.24,2.44,3.46,383.2,833.52,352.68,166.96,210.91,1.14,0.52,5.56,1.98,0.57,1.67,1.66,72.5,1771.38,92.65,6077.06,1479.13,Republican,258.616,
1/1/2020,61.63,2.03,2.6,3.13,387.23,875.64,355.53,171.79,224.5,1.17,0.51,5.04,2.07,0.57,1.74,1.68,72.5,1773.09,95.76,6031.21,1560.67,Democrat,259.037,
2/1/2020,53.35,1.92,2.72,2.99,375.63,800.41,354.14,168.71,215.32,1.18,0.52,4.72,1.88,0.59,1.69,1.61,72.5,1688.1,87.68,5687.75,1597.1,Democrat,259.248,
3/1/2020,32.2,1.79,2.34,3.27,372.61,747.8,377.25,162.42,209.07,1.2,0.55,4.47,1.78,0.6,1.49,1.5,71.88,1610.89,88.99,5182.63,1591.93,Democrat,258.124,
4/1/2020,21.04,1.74,2.27,3.41,361.26,679.98,363.83,146.91,218.99,1.28,0.58,4.45,1.27,0.57,1.4,1.33,70.75,1459.93,84.73,5057.97,1683.17,Democrat,256.092,
5/1/2020,30.38,1.75,2.32,3.3,359.17,684.78,339.1,143.91,205.76,1.3,0.65,5.08,1.52,0.57,1.45,1.35,72.9,1466.37,93.65,5239.83,1715.91,Democrat,255.868,
6/1/2020,39.46,1.61,2.23,3.12,369.58,755.71,345.17,147.99,198.42,1.3,0.65,5.1,1.57,0.57,1.49,1.4,75,1568.57,103.3,5754.6,1732.22,Democrat,256.986,
7/1/2020,42.07,1.74,2.1,3.24,381.07,821.11,355.24,152.55,222.13,1.27,0.66,4.7,1.52,0.59,1.51,1.48,75,1643.81,108.52,6372.46,1846.51,Democrat,258.278,
8/1/2020,43.44,2.3,2.35,3.6,384.55,866.94,374.95,149.34,223,1.25,0.62,4.63,1.5,0.6,1.54,1.7,76.88,1737.26,121.07,6498.94,1968.63,Democrat,259.411,
