DATE,Crude,natural_gas,Cocoa,Coffee,Soybeans,soybean_oil,soybean_meal,Maize,Wheat,Banana,Orange,Beef,Chicken,Sugar,Cotton,Rubber,Phosphate,Aluminum,Iron ore,Copper,Gold,President,CPI
11/1/1971,1.74,0.18,0.54,0.97,125,301,102,58.4,60.26,0.14,0.15,1.29,0.45,0.18,0.82,0.32,11.25,641.54,10.33,1013.9,42.86,Republican,41
12/1/1971,1.74,0.18,0.54,1.02,126,271,101,58.4,59.89,0.14,0.16,1.32,0.45,0.18,0.85,0.29,11.25,665.8,10.33,1037.9,43.48,Republican,41.1
1/1/1972,1.77,0.19,0.64,0.99,125,249,105,51.33,59.89,0.13,0.19,1.39,0.45,0.19,0.89,0.32,11.5,670.2,10.33,1078,45.75,Republican,41.2
2/1/1972,1.77,0.19,0.64,1,127,246,107,51.72,59.89,0.14,0.19,1.4,0.46,0.19,0.9,0.31,11.5,670.2,10.33,1112.4,48.26,Republican,41.4
3/1/1972,1.77,0.19,0.64,1.02,135,258,114,52.51,59.89,0.13,0.16,1.45,0.46,0.19,0.87,0.31,11.5,670.2,10.33,1108.2,48.33,Republican,41.4
4/1/1972,1.77,0.19,0.64,1.01,140,272,117,53.68,60.26,0.14,0.15,1.5,0.46,0.19,0.87,0.31,11.5,670.2,10.33,1133,49.03,Republican,41.5
5/1/1972,1.77,0.19,0.64,1.04,140,252,117,54.48,60.26,0.14,0.13,1.51,0.47,0.18,0.86,0.33,11.5,599.66,10.33,1106.4,54.62,Republican,41.6
6/1/1972,1.77,0.19,0.64,1.07,138,234,119,52.9,59.89,0.14,0.13,1.54,0.47,0.18,0.83,0.33,11.5,566.59,10.33,1063.2,62.09,Republican,41.7
7/1/1972,1.87,0.19,0.64,1.24,141,226,127,54.07,60.26,0.13,0.13,1.51,0.47,0.19,0.78,0.32,11.5,537.93,10.33,1034.6,65.66,Republican,41.8
8/1/1972,1.87,0.19,0.64,1.2,141,223,126,55.66,62.1,0.14,0.13,1.49,0.48,0.19,0.74,0.32,11.5,540.13,10.33,1046.7,67.03,Republican,41.9
9/1/1972,1.87,0.19,0.64,1.17,135,225,138,59.2,76.06,0.13,0.13,1.46,0.48,0.19,0.73,0.31,11.5,537.93,10.33,1060.6,65.46,Republican,42.1
10/1/1972,1.87,0.19,0.64,1.18,136,228,135,57.22,87.45,0.14,0.13,1.47,0.48,0.19,0.78,0.36,11.5,537.93,10.33,917.5,64.86,Republican,42.2
11/1/1972,1.87,0.19,0.64,1.19,148,240,155,59.2,88.92,0.14,0.13,1.48,0.49,0.19,0.81,0.37,11.5,540.13,10.33,1007.1,62.91,Republican,42.4
12/1/1972,1.87,0.19,0.64,1.22,174,234,198,67.06,102.88,0.13,0.23,1.57,0.5,0.19,0.86,0.4,11.5,540.13,10.33,1024.4,63.91,Republican,42.5
1/1/1973,2.08,0.21,1.13,1.28,214,239,215,79.13,108.39,0.14,0.15,1.7,0.5,0.21,0.89,0.44,13.75,542.34,10.33,1119,65.14,Republican,42.7
2/1/1973,2.08,0.21,1.13,1.45,259,291,247,81.1,98.84,0.14,0.18,1.87,0.51,0.2,0.91,0.46,13.75,557.77,10.33,1243.6,74.2,Republican,43
3/1/1973,2.08,0.21,1.13,1.42,258,311,238,79.92,98.47,0.14,0.18,1.98,0.51,0.21,0.96,0.55,13.75,571,10.33,1509.5,84.37,Republican,43.4
4/1/1973,2.35,0.21,1.13,1.29,260,333,256,77.77,101.05,0.15,0.15,1.85,0.52,0.21,1.03,0.54,13.75,571,10.33,1588.4,90.5,Republican,43.7
5/1/1973,2.35,0.21,1.13,1.42,358,373,364,88.97,102.15,0.16,0.15,1.85,0.53,0.22,1.15,0.55,13.75,582.02,10.33,1552.2,101.96,Republican,43.9
6/1/1973,2.35,0.21,1.13,1.41,470,455,497,101.17,108.39,0.16,0.15,1.8,0.54,0.23,1.22,0.67,13.75,601.86,10.33,1748.7,120.12,Republican,44.2
7/1/1973,2.7,0.21,1.13,1.36,330,550,582,109.44,114.64,0.15,0.15,1.96,0.55,0.23,1.46,0.85,13.75,634.93,10.33,2021.2,120.17,Republican,44.2
8/1/1973,2.7,0.21,1.13,1.33,331,548,330,122.43,192.54,0.15,0.15,2.46,0.54,0.24,1.67,0.82,13.75,619.5,10.33,2123,106.76,Republican,45
9/1/1973,2.7,0.21,1.13,1.33,266,508,218,107.08,189.6,0.14,0.15,2.26,0.53,0.24,1.91,0.73,13.75,604.07,10.33,1936.1,102.97,Republican,45.2
10/1/1973,4.1,0.21,1.13,1.38,245,531,207,106.39,182.25,0.15,0.15,2.18,0.54,0.25,1.93,0.71,13.75,621.7,10.33,2065.3,100.08,Republican,45.6
11/1/1973,4.1,0.21,1.13,1.39,239,490,223,107.87,181.88,0.14,0.15,2.14,0.54,0.24,1.75,0.8,13.75,650.36,10.33,2273,94.92,Republican,45.9
12/1/1973,4.1,0.21,1.13,1.42,254,603,243,112.59,199.52,0.13,0.22,2.07,0.55,0.25,1.82,1.01,13.75,632.73,10.33,2244.3,106.72,Republican,46.3
1/1/1974,13,0.29,1.56,1.53,261,665,221,112.28,213.48,0.17,0.14,2.04,0.55,0.28,1.99,1.08,42,604.07,13.38,2032.4,129.19,Republican,46.8
2/1/1974,13,0.29,1.56,1.65,271,780,203,131.1,220.46,0.16,0.17,1.98,0.55,0.38,1.84,0.98,42,619.5,13.38,2291.7,150.13,Republican,47.3
3/1/1974,13,0.29,1.56,1.58,265,711,200,126.37,190.7,0.14,0.17,1.74,0.55,0.4,1.69,0.94,42,687.84,13.38,2743.4,168.42,Republican,47.8
4/1/1974,10.6,0.29,1.56,1.55,235,660,172,114.17,162.04,0.16,0.17,1.62,0.55,0.42,1.61,0.84,42,751.78,13.38,3031.8,172.24,Republican,48.1
5/1/1974,10.6,0.29,1.56,1.57,229,775,157,113.7,141.46,0.21,0.2,1.54,0.55,0.51,1.47,0.86,42,765,13.38,2875.7,163.27,Republican,48.6
6/1/1974,10.6,0.29,1.56,1.59,228,788,142,116.63,155.79,0.19,0.2,1.45,0.55,0.58,1.4,0.74,63,756.18,13.38,2440,154.1,Republican,49
7/1/1974,10,0.29,1.56,1.52,276,872,163,132.28,169.02,0.22,0.2,1.64,0.56,0.63,1.32,0.67,63,760.59,13.38,1919.1,142.98,Republican,49.3
8/1/1974,10,0.29,1.56,1.38,320,922,197,145.82,167.55,0.19,0.2,1.61,0.56,0.72,1.33,0.68,63,848.78,13.38,1802.9,154.64,Republican,49.9
9/1/1974,10,0.29,1.56,1.2,303,933,184,141.43,170.49,0.22,0.2,1.4,0.57,0.74,1.32,0.6,63,837.76,13.38,1460.5,151.75,Republican,50.6
10/1/1974,10.3,0.29,1.56,1.25,335,1045,210,151.57,192.17,0.19,0.2,1.39,0.57,0.86,1.26,0.58,63,844.37,13.38,1398.8,158.78,Republican,51
11/1/1974,10.3,0.29,1.56,1.31,312,943,179,144.09,187.39,0.17,0.2,1.32,0.57,1.26,1.17,0.5,65,842.16,13.38,1416.7,181.66,Republican,51.5
12/1/1974,10.3,0.29,1.56,1.3,288,892,184,145.27,185.92,0.17,0.17,1.26,0.57,1.03,1.09,0.56,64.25,859.8,13.38,1289,183.78,Republican,51.9
1/1/1975,10.42,0.43,1.25,1.23,256,775,156,131.73,164.24,0.22,0.15,1.15,0.57,0.89,1.05,0.55,68,895.08,17.3,1211.2,176.27,Republican,52.3
2/1/1975,10.42,0.43,1.25,1.18,231,661,141,120.47,153.22,0.24,0.17,1.15,0.57,0.8,1.06,0.58,68,908.3,17.3,1266.5,179.6,Republican,52.6
3/1/1975,10.42,0.43,1.25,1.1,226,622,144,120.17,147.34,0.25,0.19,1.14,0.57,0.63,1.09,0.57,68,917.12,17.3,1344.2,178.16,Republican,52.8
4/1/1975,10.42,0.43,1.25,1.05,229,624,153,119.66,140.36,0.25,0.27,1.28,0.58,0.57,1.16,0.53,68,897.28,17.3,1329.2,169.84,Republican,53
5/1/1975,10.42,0.43,1.25,1.12,208,516,148,114.52,131.54,0.25,0.27,1.37,0.58,0.42,1.22,0.53,68,903.89,17.3,1253.8,167.39,Republican,53.1
6/1/1975,10.42,0.43,1.25,1.23,207,525,150,119.1,127.13,0.24,0.27,1.33,0.58,0.35,1.23,0.54,68,903.89,17.3,1193,164.24,Republican,53.5
7/1/1975,10.43,0.43,1.25,1.45,224,578,157,119.82,145.14,0.17,0.27,1.35,0.58,0.44,1.25,0.57,68,864.21,17.3,1222.4,165.17,Republican,54
8/1/1975,10.43,0.43,1.25,1.84,243,599,170,131.56,162.77,0.2,0.27,1.3,0.59,0.47,1.31,0.59,68,837.76,17.3,1277.1,163,Republican,54.2
9/1/1975,10.43,0.43,1.25,1.78,227,551,169,122.31,165.71,0.22,0.27,1.42,0.59,0.38,1.33,0.56,68,826.73,17.3,1210.1,144.17,Republican,54.6
10/1/1975,10.46,0.43,1.25,1.77,211,495,163,116.87,161.67,0.19,0.27,1.53,0.59,0.34,1.32,0.53,68,815.71,17.3,1178.8,142.79,Republican,54.9
11/1/1975,10.46,0.43,1.25,1.71,192,423,152,110.26,146.97,0.2,0.14,1.47,0.59,0.33,1.3,0.57,68,813.5,17.3,1179.7,142.42,Republican,55.3
12/1/1975,10.46,0.43,1.25,1.84,185,391,157,109.15,142.57,0.19,0.18,1.44,0.59,0.33,1.35,0.62,58,837.76,17.3,1151,139.3,Republican,55.6
1/1/1976,11.51,0.54,1.4,2.05,189,385,160,110.26,143.67,0.24,0.22,1.49,0.59,0.34,1.47,0.64,40,853.19,22.72,1193,131.05,Republican,55.8
2/1/1976,11.51,0.54,1.43,2.19,191,390,164,113.24,152.85,0.26,0.22,1.59,0.59,0.33,1.52,0.71,40,850.98,22.72,1219,131.06,Republican,55.9
3/1/1976,11.51,0.54,1.42,2.2,190,399,162,113.06,152.49,0.27,0.22,1.71,0.6,0.36,1.54,0.74,35,815.71,22.72,1329,132.76,Republican,56
4/1/1976,11.51,0.55,1.64,2.7,190,384,163,111.1,145.5,0.27,0.22,1.81,0.6,0.34,1.56,0.75,35,820.12,22.72,1510,127.94,Republican,56.1
5/1/1976,11.51,0.55,1.77,2.99,210,370,189,118.2,141.83,0.28,0.22,1.78,0.61,0.35,1.61,0.81,35,824.53,22.72,1512,126.92,Republican,56.4
6/1/1976,11.51,0.58,1.92,3.3,248,408,244,121.8,146.24,0.27,0.22,1.6,0.61,0.32,1.8,0.85,35,804.69,22.72,1550,125.71,Republican,56.7
7/1/1976,11.6,0.58,1.96,3.03,264,457,231,121.3,142.2,0.26,0.22,1.53,0.62,0.32,2,0.79,35,903.89,22.72,1647,117.73,Republican,57
8/1/1976,11.6,0.6,2.12,3.38,248,456,212,116.1,126.4,0.27,0.22,1.58,0.62,0.25,1.92,0.78,35,939.17,22.72,1539,109.93,Republican,57.3
9/1/1976,11.6,0.6,2.39,3.51,261,505,218,115,119.78,0.26,0.22,1.56,0.62,0.22,1.88,0.77,35,996.49,22.72,1459,114.15,Republican,57.6
10/1/1976,11.9,0.62,2.59,3.82,254,495,211,106.2,111.33,0.27,0.22,1.43,0.62,0.23,1.92,0.83,35,947.99,22.72,1285,116.15,Republican,57.9
11/1/1976,11.9,0.63,2.93,4.03,260,506,215,98.7,106.56,0.23,0.22,1.41,0.62,0.23,1.91,0.83,35,947.99,22.72,1279,130.46,Republican,58.1
12/1/1976,11.9,0.64,2.98,4.57,269,505,231,103.5,106.19,0.24,0.22,1.5,0.63,0.23,1.84,0.79,35,974.44,22.72,1287,133.93,Republican,58.4
1/1/1977,12.5,0.67,3.45,4.83,287,502,251,111.6,108.76,0.24,0.25,1.58,0.63,0.24,1.75,0.82,140,1058.22,23.06,1396,132.26,Democrat,58.7
2/1/1977,12.5,0.71,3.82,5.41,293,553,248,110.6,110.6,0.3,0.25,1.64,0.64,0.24,1.86,0.82,142.5,1078.06,23.06,1426,136.24,Democrat,59.3
3/1/1977,12.5,0.75,4.03,6.71,328,630,272,108,106.92,0.33,0.25,1.62,0.64,0.26,1.92,0.82,123.5,1082.47,23.06,1515,148.23,Democrat,59.6
4/1/1977,12.45,0.77,3.59,7,384,782,316,105.8,102.15,0.3,0.25,1.55,0.65,0.28,1.89,0.79,44,1082.47,23.06,1429,149.17,Democrat,60
5/1/1977,12.45,0.77,3.78,6.29,371,741,298,100.9,94.8,0.32,0.25,1.5,0.65,0.25,1.78,0.78,44,1082.47,23.06,1371,146.61,Democrat,60.2
6/1/1977,12.45,0.82,4.25,5.78,326,666,253,94.5,92.96,0.29,0.25,1.46,0.65,0.23,1.61,0.77,40.75,1102.31,23.06,1312,140.78,Democrat,60.5
7/1/1977,12.63,0.83,4.36,4.85,252,548,193,85,96.64,0.23,0.25,1.42,0.65,0.22,1.57,0.77,37.5,1170.65,23.06,1248,143.39,Democrat,60.8
8/1/1977,12.63,0.82,3.97,4.4,230,498,174,76.9,95.53,0.24,0.25,1.39,0.65,0.25,1.51,0.8,31.2,1183.88,23.06,1160,144.94,Democrat,61.1
9/1/1977,12.63,0.83,3.85,4.18,205,512,174,78.3,99.94,0.25,0.25,1.41,0.65,0.23,1.43,0.86,34.5,1183.88,23.06,1195,149.53,Democrat,61.3
10/1/1977,12.68,0.84,3.69,3.77,209,490,179,83.2,103.98,0.26,0.25,1.46,0.66,0.23,1.39,0.87,34.5,1203.72,23.06,1210,158.95,Democrat,61.6
11/1/1977,12.68,0.83,3.48,4.35,236,500,200,93.4,111.7,0.26,0.25,1.46,0.67,0.23,1.41,0.86,34.5,1236.79,23.06,1182,162.1,Democrat,62
12/1/1977,12.68,0.84,3.19,4.47,241,541,200,96,114.64,0.26,0.25,1.58,0.67,0.26,1.42,0.83,34.5,1261.04,23.06,1261,160.45,Democrat,62.3
1/1/1978,12.66,0.87,2.98,4.55,239,522,200,95.8,114.27,0.26,0.27,1.72,0.67,0.29,1.46,0.85,28,1316.16,21.45,1261,173.18,Democrat,62.7
2/1/1978,12.66,0.88,2.83,4.36,239,534,187.5,101,115.74,0.3,0.25,1.91,0.68,0.33,1.53,0.86,28,1320.57,21.45,1217,178.14,Democrat,63
3/1/1978,12.66,0.89,3.38,3.86,273,629,215,106.1,124.19,0.35,0.28,2,0.68,0.31,1.58,0.87,28,1298.52,21.45,1254,183.61,Democrat,63.4
4/1/1978,12.68,0.88,3.44,3.94,290,624,224,111.5,130.81,0.36,0.3,2.24,0.69,0.31,1.6,0.86,31.38,1258.84,21.45,1285,175.28,Democrat,63.9
5/1/1978,12.7,0.91,3.14,3.74,290,657,221,112.69,124.56,0.36,0.3,2.25,0.69,0.3,1.63,0.91,32.5,1236.79,21.45,1303,176.31,Democrat,64.5
6/1/1978,12.73,0.91,2.99,3.71,278,631,208,106.55,126.4,0.26,0.31,1.99,0.69,0.3,1.6,0.98,32.5,1247.81,21.45,1333,183.75,Democrat,65
7/1/1978,12.77,0.89,3.16,2.95,266,586,207,97.26,127.13,0.24,0.31,1.95,0.7,0.28,1.55,0.98,32.5,1289.7,21.45,1337,188.73,Democrat,65.5
8/1/1978,12.79,0.91,3.36,3.05,262,587,202,92.02,127.5,0.25,0.31,2.03,0.7,0.29,1.59,1.03,32.5,1320.57,21.45,1426,206.3,Democrat,65.9
9/1/1978,12.8,0.92,3.75,3.42,264,630,208,90.99,130.81,0.25,0.31,2.24,0.7,0.32,1.63,1.09,32.5,1382.3,21.45,1442,212.08,Democrat,66.5
10/1/1978,12.85,0.92,3.83,3.4,271,637,223,95.94,137.42,0.26,0.31,2.35,0.71,0.35,1.67,1.16,32.5,1424.63,21.45,1506,227.44,Democrat,67.1
11/1/1978,13.2,0.93,4.03,3.22,270,620,227,100.54,137.79,0.27,0.32,2.42,0.71,0.31,1.73,1.14,32.5,1394.42,21.45,1481,206.2,Democrat,67.5
12/1/1978,14.5,0.96,3.95,2.89,278,627,237,98.52,136.32,0.29,0.34,2.57,0.72,0.31,1.71,1.08,32.5,1408.75,21.45,1533,207.85,Democrat,67.9
1/1/1979,17.45,1.02,3.66,2.83,284,616,235,105.41,137.79,0.27,0.33,2.8,0.72,0.32,1.68,1.07,32.5,1264.76,23.5,1659,227.28,Democrat,68.5
2/1/1979,20.75,1.05,3.5,2.71,298,653,238,107.01,140.36,0.31,0.28,2.93,0.72,0.34,1.67,1.13,32.5,1441.91,23.5,1944,245.67,Democrat,69.2
3/1/1979,22.02,1.1,3.4,2.87,310,669,241,109.52,139.99,0.32,0.31,3.01,0.73,0.34,1.69,1.16,32.5,1541.69,23.5,2050,242.05,Democrat,69.9
4/1/1979,22.43,1.11,3.25,3.06,300,648,238,111.49,139.99,0.37,0.37,3.15,0.73,0.32,1.64,1.24,32.5,1569.19,23.5,2100,239.11,Democrat,70.6
5/1/1979,33.5,1.15,3.36,3.3,300,636,240,112.57,143.3,0.37,0.41,3.04,0.73,0.32,1.68,1.28,32.5,1576.08,23.5,1926,257.59,Democrat,71.4
6/1/1979,34.67,1.17,3.48,4.26,322,673,261,120.35,167.92,0.38,0.49,2.78,0.74,0.32,1.7,1.38,32.5,1596.56,23.5,1877.9,279.07,Democrat,72.2
7/1/1979,33.5,1.2,3.25,4.49,322,690,246,130.51,174.53,0.34,0.52,2.48,0.74,0.34,1.7,1.33,35.75,1534.47,23.5,1814,294.74,Democrat,73
8/1/1979,34,1.24,3.14,4.35,302,682.2,236,118.85,169.02,0.3,0.48,2.56,0.74,0.35,1.71,1.31,39,1561.89,23.5,1976.4,300.82,Democrat,73.7
9/1/1979,35.5,1.24,3.22,4.57,292,691,238,117.96,174.16,0.3,0.44,2.88,0.75,0.35,1.72,1.3,39,1615.61,23.5,2095.9,354.95,Democrat,74.4
10/1/1979,37.25,1.28,3.06,4.62,283,671,238,119.1,178.21,0.31,0.45,2.86,0.75,0.35,1.72,1.3,39,1786.22,23.5,2075.9,391.66,Democrat,75.2
11/1/1979,40.75,1.29,3.02,4.56,281,670,251,118.2,178.21,0.31,0.36,3.03,0.76,0.36,1.77,1.31,39,1832.55,23.5,2090,391.99,Democrat,76
12/1/1979,39.75,1.31,3.19,4.28,279,647,254.3,115.3,180.04,0.34,0.35,3.1,0.76,0.4,1.82,1.34,39,1913.49,23.5,2214,455.08,Democrat,76.9
1/1/1980,39,1.37,3.17,3.81,268,609,244,105.4,175.63,0.4,0.35,3.01,0.75,0.43,1.93,1.52,39,2054.86,28.09,2601,675.31,Democrat,78
2/1/1980,37.25,1.42,3.24,3.71,271,610,238,113.9,172.7,0.37,0.35,2.97,0.72,0.54,2.1,1.66,39,2131.01,28.09,2918,665.32,Democrat,79
3/1/1980,37,1.46,3.09,4.12,264,580,242,110.4,163.51,0.42,0.34,2.6,0.7,0.47,2.03,1.46,42,1978.38,28.09,2306,553.58,Democrat,80.1
4/1/1980,36.58,1.51,2.91,4.05,252,552,242,108.2,156.53,0.4,0.38,2.52,0.68,0.5,2,1.33,54,1932.46,28.09,2070,517.41,Democrat,80.9
5/1/1980,37.05,1.56,2.59,4.23,260,562,224,110,161.3,0.44,0.44,2.44,0.68,0.7,1.96,1.33,54,1775.8,28.09,2037,513.8,Democrat,81.7
6/1/1980,37,1.57,2.5,4.05,262,570,218,113.6,157.63,0.34,0.48,2.51,0.69,0.71,1.89,1.36,44,1668.96,28.09,2006,600.72,Democrat,82.5
7/1/1980,35.38,1.64,2.46,3.52,303,635,248,128.9,168.65,0.35,0.42,2.75,0.76,0.63,1.98,1.35,44,1758.07,28.09,2176,643.27,Democrat,82.6
8/1/1980,32.95,1.64,2.31,3.1,309,636,260,143.45,171.23,0.34,0.4,2.92,0.8,0.73,2.12,1.4,44,1783.63,28.09,2082.1,627.15,Democrat,83.2
9/1/1980,32.83,1.69,2.39,2.86,335,615,292,140.8,179.68,0.35,0.51,2.85,0.84,0.77,2.2,1.46,44,1655.07,28.09,2060,673.63,Democrat,83.9
10/1/1980,37.35,1.71,2.31,2.84,340,592,310,140.4,188.13,0.35,0.51,2.86,0.85,0.92,2.17,1.42,44,1626.15,28.09,2040,661.15,Democrat,84.7
11/1/1980,40.3,1.76,2.17,2.6,367,639,336,146.6,195.11,0.38,0.32,2.94,0.82,0.87,2.16,1.42,44,1503.91,28.09,2010,624.77,Democrat,85.6
12/1/1980,39.75,1.74,2.11,2.72,323.75,571.3,295,141.5,182.62,0.37,0.32,2.75,0.81,0.67,2.2,1.38,44,1430.66,28.09,1879,538.26,Democrat,86.4
1/1/1981,39.77,1.77,2.09,2.89,323,545,287,148.81,189.6,0.39,0.35,2.68,0.79,0.65,2.18,1.37,44,1430.83,28.09,1869.1,557.39,Republican,87.2
2/1/1981,37.9,1.81,2.04,2.85,306,516,270,143.3,181.51,0.44,0.33,2.57,0.81,0.57,2.12,1.32,44,1452.38,28.09,1801,499.76,Republican,88
3/1/1981,37.6,1.86,2.12,2.86,305,535,265,142.13,175.27,0.46,0.39,2.5,0.79,0.52,2.04,1.26,44,1442.95,28.09,1818,499.11,Republican,88.6
4/1/1981,36.37,1.93,2.11,2.89,316,531.2,273,145.5,180.41,0.43,0.4,2.53,0.77,0.44,1.98,1.15,47.5,1369.23,28.09,1821,495.8,Republican,89.1
5/1/1981,34.28,1.95,1.93,2.83,306,511,267,141.3,171.59,0.45,0.37,2.49,0.74,0.38,1.95,1.16,51,1297,28.09,1742,479.7,Republican,89.7
6/1/1981,32.71,1.95,1.66,2.51,291,512,247,136.1,168.65,0.39,0.38,2.44,0.76,0.42,1.93,1.14,51,1232.41,28.09,1700,461.09,Republican,90.5
7/1/1981,33.51,2.01,2.05,2.67,294,530,247,137.56,167.92,0.33,0.38,2.41,0.81,0.42,1.89,1.03,51,1175.31,28.09,1681.9,409.07,Republican,91.5
8/1/1981,33.98,2.02,2.25,2.78,283,506,243,127.11,170.12,0.31,0.44,2.41,0.79,0.38,1.77,1.07,51,1230.83,28.09,1787,410.16,Republican,92.2
9/1/1981,33.99,2.08,2.36,2.8,264,485,235,115.5,171.23,0.44,0.52,2.49,0.77,0.34,1.7,1.06,51,1168.91,28.09,1710.4,443.75,Republican,93.1
10/1/1981,34.61,2.11,2.17,3.02,260,486,231,112.67,168.65,0.39,0.51,2.43,0.76,0.35,1.67,1.02,51,1140.18,28.09,1666.3,437.76,Republican,93.4
11/1/1981,35.68,2.15,2.06,3.18,257,470,230,111.76,178.57,0.4,0.46,2.37,0.75,0.36,1.65,0.99,51,1081.85,28.09,1651.4,413.37,Republican,93.8
12/1/1981,35.41,2.16,2.11,3.13,256,455,236,107.63,176,0.42,0.34,2.36,0.74,0.38,1.58,0.9,51,1130.88,28.09,1655.3,410.09,Republican,94.1
1/1/1982,35.05,2.23,2.19,3.18,262,455,242,115.35,173.06,0.42,0.32,2.38,0.76,0.4,1.55,0.91,51,1113.3,32.5,1610.6,384.14,Republican,94.4
2/1/1982,32.27,2.3,2.09,3.4,254,454,235,112.59,170.86,0.38,0.3,2.38,0.77,0.39,1.54,0.88,51,1087.7,32.5,1598,374.13,Republican,94.7
3/1/1982,30.17,2.35,1.95,3.22,254.25,452,226.35,114.17,168.65,0.42,0.32,2.38,0.76,0.38,1.55,0.88,51,1029.2,32.5,1510.4,330.25,Republican,94.7
4/1/1982,31.57,2.4,1.74,3.12,265,482,230,117.76,169.76,0.48,0.35,2.4,0.76,0.39,1.58,0.89,51,996.2,32.5,1521.7,350.3,Republican,95
5/1/1982,33.04,2.45,1.72,3.03,269,509,234,118.11,167.55,0.44,0.37,2.41,0.77,0.43,1.69,0.9,48.4,973.3,32.5,1527.7,333.71,Republican,95.9
6/1/1982,32.77,2.45,1.55,3.1,254,475,222,114.95,155.79,0.4,0.41,2.38,0.78,0.46,1.67,0.84,44.5,918.8,32.5,1300,314.98,Republican,97
7/1/1982,32.92,2.47,1.56,2.94,249,464,212,114.95,151.75,0.33,0.43,2.23,0.79,0.49,1.73,0.83,37.38,957.8,32.5,1440.9,338.97,Republican,97.5
8/1/1982,32.42,2.53,1.55,2.93,234,432,203,102.28,152.49,0.3,0.53,2.24,0.76,0.49,1.66,0.84,35,958.9,32.5,1451.5,364.23,Republican,97.7
9/1/1982,33.47,2.56,1.69,3,217,426,196,100.88,152.85,0.35,0.47,2.43,0.76,0.46,1.6,0.85,35,959.5,32.5,1426.5,437.31,Republican,97.7
10/1/1982,33.78,2.6,1.63,3.1,214,416,192,91.73,146.61,0.29,0.43,2.48,0.75,0.45,1.55,0.85,35,951.5,32.5,1461,422.15,Republican,98.1
11/1/1982,32.85,2.62,1.54,3.05,231,403,213,102.87,155.06,0.33,0.39,2.48,0.74,0.46,1.52,0.83,35,965.2,32.5,1443.8,414.89,Republican,98
12/1/1982,31.47,2.62,1.63,2.97,232,399,217,105.51,159.83,0.34,0.29,2.48,0.72,0.46,1.54,0.8,41.25,987.4,32.5,1473.2,444.5,Republican,97.7
1/1/1983,30.65,2.66,1.78,2.87,235,397,216,107.84,164.98,0.34,0.29,2.28,0.73,0.47,1.58,0.82,47.5,1076.5,29,1571.9,481.29,Republican,97.9
2/1/1983,29.11,2.66,1.94,2.8,239,395,211,117.32,164.24,0.38,0.29,2.38,0.74,0.48,1.64,0.94,47.5,1230.4,29,1647.4,491.09,Republican,98
3/1/1983,28.32,2.58,1.87,2.76,242,394,211.4,125.19,166.08,0.41,0.33,2.49,0.75,0.48,1.74,1.06,47.5,1301.8,29,1597.7,419.7,Republican,98.1
4/1/1983,29.69,2.53,1.88,2.75,252.5,434,219,133.43,167.18,0.48,0.41,2.54,0.72,0.49,1.77,1.13,47.5,1363.6,29,1674.9,432.88,Republican,98.8
5/1/1983,29.36,2.53,2.07,2.83,252,434,217,133.85,160.2,0.55,0.45,2.54,0.73,0.5,1.81,1.05,43,1453.4,29,1765.7,438.01,Republican,99.2
6/1/1983,29.97,2.59,2.3,2.81,243,425,210,135.03,151.75,0.5,0.39,2.47,0.75,0.5,1.9,1.08,41.13,1465.6,29,1701.2,412.84,Republican,99.4
7/1/1983,30.47,2.52,2.3,2.83,263,477,226,140.59,147.34,0.5,0.34,2.46,0.78,0.49,1.95,1.13,37.25,1520.2,29,1704.3,402.91,Republican,99.8
8/1/1983,30.65,2.58,2.3,2.86,339,651,279,152.75,152.49,0.46,0.35,2.48,0.79,0.5,2,1.13,34,1603.6,29,1639.8,416.2,Republican,100.1
9/1/1983,30.07,2.67,2.15,2.92,349.8,732.6,276.6,147.75,156.53,0.42,0.44,2.47,0.82,0.49,1.98,1.09,34,1613.7,29,1560.7,411.8,Republican,100.4
10/1/1983,29.62,2.58,2.1,3.1,328.75,687,267,148.15,152.85,0.41,0.46,2.45,0.78,0.48,1.94,1.09,34,1566.3,29,1435.2,393.6,Republican,100.8
11/1/1983,29.17,2.6,2.22,3.19,324,652,265,147.02,151.75,0.34,0.41,2.41,0.81,0.48,1.97,1.11,32.75,1516.8,29,1389.1,381.7,Republican,101.1
12/1/1983,28.81,2.61,2.54,3.23,311,644,256,143.28,153.59,0.34,0.34,2.31,0.86,0.47,1.97,1.13,31.5,1549.3,29,1415.2,388.34,Republican,101.4
1/1/1984,29.04,2.67,2.62,3.17,305,692,237,141.92,152.85,0.34,0.27,2.26,0.89,0.47,1.93,1.14,31.5,1548.9,26.15,1375.7,370.89,Republican,102.1
2/1/1984,29.2,2.71,2.5,3.22,293,669,221,137,150.65,0.42,0.25,2.34,0.92,0.48,1.93,1.14,31.5,1491.2,26.15,1429.8,385.96,Republican,102.6
3/1/1984,29.53,2.67,2.53,3.27,314,720,229,147.08,153.96,0.41,0.26,2.38,0.91,0.49,1.95,1.12,31.5,1455.8,26.15,1501.2,394.26,Republican,102.9
4/1/1984,29.57,2.64,2.54,3.31,315,772,220,148.02,157.26,0.41,0.24,2.47,0.9,0.49,1.96,1.07,31.5,1370.3,26.15,1532.6,381.37,Republican,103.3
